ORDER,FAMILY,SCI_NAME,PRIMARY_COM_NAME,Descriptor_Name,Group_Name,CATEGORY_1_A,CATEGORY_2_A,REFERENCE_A,COMMENT_A,CATEGORY_1_B,CATEGORY_2_B,REFERENCE_B,COMMENT_B,CATEGORY_1_C,REFERENCE_C,COMMENT_C,CATEGORY_1_D,REFERENCE_D,COMMENT_D,CATEGORY_1_E,REFERENCE_E,COMMENT_E,ESM_AJS_FINAL_DECISION,DECISION_FINAL,GENERAL_CAT,IOC_TAX,BREEDING_CONTINENT
Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Aethopyga flagrans,Flaming Sunbird,Flaming,Sunbird,Male physical trait,NA,NA,refers to orange patch on belly,Male physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,physical trait,Aethopyga flagrans,South Asia-Southeast Asia
Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Aethopyga guimarasensis,Maroon-naped Sunbird,Maroon-naped,Sunbird,Male physical trait,NA,NA,NA,Male physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,physical trait,Aethopyga guimarasensis,South Asia-Southeast Asia
Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Aethopyga pulcherrima,Metallic-winged Sunbird,Metallic-winged,Sunbird,Male physical trait,NA,NA,NA,Male physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,physical trait,Aethopyga pulcherrima,South Asia-Southeast Asia
Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Aethopyga jefferyi,Mountain Sunbird,Mountain,Sunbird,Life History,NA,NA,NA,Life History,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural History,natural history,Aethopyga jefferyi,South Asia-Southeast Asia
Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Aethopyga decorosa,Bohol Sunbird,Bohol,Sunbird,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Aethopyga decorosa,South Asia-Southeast Asia
Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Aethopyga linaraborae,Lina's Sunbird,Lina's,Sunbird,Person,NA,NA,NA,Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Aethopyga linaraborae,South Asia-Southeast Asia
Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Aethopyga primigenia,Gray-hooded Sunbird,Gray-hooded,Sunbird,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Aethopyga primigenia,South Asia-Southeast Asia
Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Aethopyga boltoni,Apo Sunbird,Apo,Sunbird,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Aethopyga boltoni,South Asia-Southeast Asia
Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Aethopyga tibolii,Tboli Sunbird,Tboli,Sunbird,Geographic Location,NA,NA,"named after the Tiboli or T‚ÄôBoli, a people of southern Mindanao, Philippines.",Geographic Location,NA,NA,"""Tiboli or T‚ÄôBoli, a people of southern Mindanao, Philippines."" BotW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,NA,NA
Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Kurochkinegramma hypogrammicum,Purple-naped Spiderhunter,Purple-naped,Spiderhunter,Male physical trait,NA,NA,NA,Male physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,physical trait,Kurochkinegramma hypogrammicum,South Asia-Southeast Asia
Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Arachnothera crassirostris,Thick-billed Spiderhunter,Thick-billed,Spiderhunter,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Arachnothera crassirostris,South Asia-Southeast Asia
Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Arachnothera robusta,Long-billed Spiderhunter,Long-billed,Spiderhunter,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,"Not sure, may be a male only trait. I can't find any info. The BotW account initially makes it sound like male-only, but all other sources just describe the species as being long-billed. I guess I can check collections?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Arachnothera robusta,South Asia-Southeast Asia
Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Arachnothera flammifera,Orange-tufted Spiderhunter,Orange-tufted,Spiderhunter,Male physical trait,NA,NA,"Female is similar to male but smaller, has whiter throat, paler base to mandible, and lacks pectoral tufts.",Male physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,physical trait,Arachnothera flammifera,South Asia-Southeast Asia
Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Arachnothera dilutior,Pale Spiderhunter,Pale,Spiderhunter,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Arachnothera dilutior,South Asia-Southeast Asia
Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Arachnothera longirostra,Little Spiderhunter,Little,Spiderhunter,Size,NA,NA,NA,Size,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Size,physical trait,Arachnothera longirostra,South Asia-Southeast Asia
Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Arachnothera juliae,Whitehead's Spiderhunter,Whitehead's,Spiderhunter,Person,NA,NA,John Whitehead,Person,NA,https://en.wikipedia.org/wiki/Whitehead%27s_spiderhunter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Arachnothera juliae,South Asia-Southeast Asia
Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Arachnothera clarae,Naked-faced Spiderhunter,Naked-faced,Spiderhunter,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Arachnothera clarae,South Asia-Southeast Asia
Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Arachnothera chrysogenys,Yellow-eared Spiderhunter,Yellow-eared,Spiderhunter,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Arachnothera chrysogenys,South Asia-Southeast Asia
Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Arachnothera flavigaster,Spectacled Spiderhunter,Spectacled,Spiderhunter,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Arachnothera flavigaster,South Asia-Southeast Asia
Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Arachnothera magna,Streaked Spiderhunter,Streaked,Spiderhunter,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Arachnothera magna,South Asia-Southeast Asia
Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Arachnothera affinis,Streaky-breasted Spiderhunter,Streaky-breasted,Spiderhunter,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Arachnothera affinis,South Asia-Southeast Asia
Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Arachnothera modesta,Gray-breasted Spiderhunter,Gray-breasted,Spiderhunter,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Arachnothera modesta,South Asia-Southeast Asia
Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Arachnothera everetti,Bornean Spiderhunter,Bornean,Spiderhunter,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Arachnothera everetti,South Asia-Southeast Asia
Passeriformes,Irenidae (Fairy-bluebirds),Irena puella,Asian Fairy-bluebird,Asian,Fairy-bluebird,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Irena puella,South Asia-Southeast Asia
Passeriformes,Irenidae (Fairy-bluebirds),Irena cyanogastra,Philippine Fairy-bluebird,Philippine,Fairy-bluebird,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Irena cyanogastra,South Asia-Southeast Asia
Passeriformes,Chloropseidae (Leafbirds),Chloropsis flavipennis,Philippine Leafbird,Philippine,Leafbird,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Chloropsis flavipennis,South Asia-Southeast Asia
Passeriformes,Chloropseidae (Leafbirds),Chloropsis palawanensis,Yellow-throated Leafbird,Yellow-throated,Leafbird,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Chloropsis palawanensis,South Asia-Southeast Asia
Passeriformes,Chloropseidae (Leafbirds),Chloropsis sonnerati,Greater Green Leafbird,Greater,Green Leafbird,Size,Both sexes physical trait,NA,NA,Size,NA,NA,(Both sexes green),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Size,physical trait,Chloropsis sonnerati,South Asia-Southeast Asia
Passeriformes,Chloropseidae (Leafbirds),Chloropsis cyanopogon,Lesser Green Leafbird,Lesser,Green Leafbird,Size,Both sexes physical trait,NA,NA,Size,NA,NA,(Both sexes green),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Size,physical trait,Chloropsis cyanopogon,South Asia-Southeast Asia
Passeriformes,Chloropseidae (Leafbirds),Chloropsis cochinchinensis,Blue-winged Leafbird,Blue-winged,Leafbird,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,Nominate race female has very slightly bluish wings; other females show stronger blue.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Chloropsis cochinchinensis,South Asia-Southeast Asia
Passeriformes,Chloropseidae (Leafbirds),Chloropsis kinabaluensis,Bornean Leafbird,Bornean,Leafbird,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Chloropsis kinabaluensis,South Asia-Southeast Asia
Passeriformes,Chloropseidae (Leafbirds),Chloropsis jerdoni,Jerdon's Leafbird,Jerdon's,Leafbird,Person,NA,NA,Thomas Caverhill Jerdon,Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Chloropsis jerdoni,South Asia-Southeast Asia
Passeriformes,Chloropseidae (Leafbirds),Chloropsis aurifrons,Golden-fronted Leafbird,Golden-fronted,Leafbird,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Chloropsis aurifrons,South Asia-Southeast Asia
Passeriformes,Chloropseidae (Leafbirds),Chloropsis media,Sumatran Leafbird,Sumatran,Leafbird,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Chloropsis media,South Asia-Southeast Asia
Passeriformes,Chloropseidae (Leafbirds),Chloropsis hardwickii,Orange-bellied Leafbird,Orange-bellied,Leafbird,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,"Lazulina race females do not have orange bellies, but nominate does and possibly others",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Chloropsis hardwickii,South Asia-Southeast Asia
Passeriformes,Chloropseidae (Leafbirds),Chloropsis venusta,Blue-masked Leafbird,Blue-masked,Leafbird,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Chloropsis venusta,South Asia-Southeast Asia
Passeriformes,Peucedramidae (Olive Warbler),Peucedramus taeniatus,Olive Warbler,Olive,Warbler,Female physical trait,NA,NA,neither the male or female look very olive to me so this name is a bit confusing. The scientific name means head band and the female has a color that could be olive on her head so I am going with female physical trait.,Both sexes physical trait,NA,NA,"Male breeding plumage lacks olive head, but alternate, immature, and female plumages olive",Time limit,NA,Any reference to the Olive name,Both sexes physical trait,NA,olive wing feathers,Female physical trait,NA,NA,Both sexes physical trait,Both sexes physical trait,physical trait,Peucedramus taeniatus,"North America,Middle America"
Passeriformes,Urocynchramidae (Przevalski's Pinktail),Urocynchramus pylzowi,Przevalski's Pinktail,Przevalski's,Pinktail,Person,NA,Botw and https://en.wikipedia.org/wiki/Przevalski%27s_finch,"Either named after Nikolai Przevalski or Mikhail Pyltsov, both Russian explorers on same expeditions",Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Urocynchramus pylzowi,South Asia-Southeast Asia
Passeriformes,Ploceidae (Weavers and Allies),Bubalornis albirostris,White-billed Buffalo-Weaver,White-billed,Buffalo-Weaver,Male physical trait,NA,NA,NA,Male physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,physical trait,Bubalornis albirostris,Africa
Passeriformes,Ploceidae (Weavers and Allies),Bubalornis niger,Red-billed Buffalo-Weaver,Red-billed,Buffalo-Weaver,Male physical trait,NA,NA,NA,Male physical trait,NA,NA,Female bill pale pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,physical trait,Bubalornis niger,Africa
Passeriformes,Ploceidae (Weavers and Allies),Dinemellia dinemelli,White-headed Buffalo-Weaver,White-headed,Buffalo-Weaver,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Dinemellia dinemelli,Africa
Passeriformes,Ploceidae (Weavers and Allies),Sporopipes frontalis,Speckle-fronted Weaver,Speckle-fronted,Weaver,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Sporopipes frontalis,Africa
Passeriformes,Ploceidae (Weavers and Allies),Sporopipes squamifrons,Scaly Weaver,Scaly,Weaver,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Sporopipes squamifrons,Africa
Passeriformes,Ploceidae (Weavers and Allies),Plocepasser mahali,White-browed Sparrow-Weaver,White-browed,Sparrow-Weaver,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Plocepasser mahali,Africa
Passeriformes,Ploceidae (Weavers and Allies),Plocepasser superciliosus,Chestnut-crowned Sparrow-Weaver,Chestnut-crowned,Sparrow-Weaver,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Plocepasser superciliosus,Africa
Passeriformes,Ploceidae (Weavers and Allies),Plocepasser rufoscapulatus,Chestnut-backed Sparrow-Weaver,Chestnut-backed,Sparrow-Weaver,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Plocepasser rufoscapulatus,Africa
Passeriformes,Ploceidae (Weavers and Allies),Plocepasser donaldsoni,Donaldson-Smith's Sparrow-Weaver,Donaldson-Smith's,Sparrow-Weaver,Person,NA,NA,Named after Dr Arthur Donaldson Smith,Person,NA,NA,One person.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Plocepasser donaldsoni,Africa
Passeriformes,Ploceidae (Weavers and Allies),Histurgops ruficauda,Rufous-tailed Weaver,Rufous-tailed,Weaver,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Histurgops ruficauda,Africa
Passeriformes,Ploceidae (Weavers and Allies),Pseudonigrita arnaudi,Gray-headed Social-Weaver,Gray-headed,Social-Weaver,Both sexes physical trait,Behavior,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Pseudonigrita arnaudi,Africa
Passeriformes,Ploceidae (Weavers and Allies),Pseudonigrita cabanisi,Black-capped Social-Weaver,Black-capped,Social-Weaver,Both sexes physical trait,Behavior,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Pseudonigrita cabanisi,Africa
Passeriformes,Ploceidae (Weavers and Allies),Philetairus socius,Sociable Weaver,Sociable,Weaver,Behavior,NA,NA,NA,Behavior,NA,NA,Nest-building behavior (colonial),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Behavior,natural history,Philetairus socius,Africa
Passeriformes,Ploceidae (Weavers and Allies),Malimbus coronatus,Red-crowned Malimbe,Red-crowned,Malimbe,Male physical trait,NA,NA,NA,Male physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,physical trait,Malimbus coronatus,Africa
Passeriformes,Ploceidae (Weavers and Allies),Malimbus cassini,Black-throated Malimbe,Black-throated,Malimbe,Male physical trait,NA,NA,NA,Male physical trait,NA,NA,"While the female has a black throat, the whole female plumage is black, so there's no way you'd look at a female and designate it ""black-throated""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,physical trait,Malimbus cassini,Africa
Passeriformes,Ploceidae (Weavers and Allies),Malimbus ballmanni,Ballman's Malimbe,Ballman's,Malimbe,Person,NA,NA,"Peter Ballmann, paleontologist",Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Malimbus ballmanni,Africa
Passeriformes,Ploceidae (Weavers and Allies),Malimbus racheliae,Rachel's Malimbe,Rachel's,Malimbe,Person,NA,NA,https://birdnamesforbirds.wordpress.com/bird-names-as-gifts-eponyms-for-family-members/,Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Malimbus racheliae,Africa
Passeriformes,Ploceidae (Weavers and Allies),Malimbus scutatus,Red-vented Malimbe,Red-vented,Malimbe,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Malimbus scutatus,Africa
Passeriformes,Ploceidae (Weavers and Allies),Malimbus ibadanensis,Ibadan Malimbe,Ibadan,Malimbe,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Malimbus ibadanensis,Africa
Passeriformes,Ploceidae (Weavers and Allies),Malimbus erythrogaster,Red-bellied Malimbe,Red-bellied,Malimbe,Male physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,Female belly paler,Both sexes physical trait,NA,NA,Male physical trait,NA,NA,Male physical trait,NA,NA,Both sexes physical trait,Both sexes physical trait,physical trait,Malimbus erythrogaster,Africa
Passeriformes,Ploceidae (Weavers and Allies),Malimbus nitens,Blue-billed Malimbe,Blue-billed,Malimbe,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Malimbus nitens,Africa
Passeriformes,Ploceidae (Weavers and Allies),Malimbus malimbicus,Crested Malimbe,Crested,Malimbe,Male physical trait,NA,NA,NA,Male physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,physical trait,Malimbus malimbicus,Africa
Passeriformes,Ploceidae (Weavers and Allies),Malimbus rubricollis,Red-headed Malimbe,Red-headed,Malimbe,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Malimbus rubricollis,Africa
Passeriformes,Ploceidae (Weavers and Allies),Anaplectes rubriceps,Red-headed Weaver,Red-headed,Weaver,Male physical trait,NA,NA,NA,Male physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,physical trait,Anaplectes rubriceps,Africa
Passeriformes,Ploceidae (Weavers and Allies),Ploceus flavipes,Yellow-legged Weaver,Yellow-legged,Weaver,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Ploceus flavipes,Africa
Passeriformes,Ploceidae (Weavers and Allies),Ploceus bertrandi,Bertram's Weaver,Bertram's,Weaver,Person,NA,NA,Named after Capt. Bertram Lutley Sclater,Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Ploceus bertrandi,Africa
Passeriformes,Ploceidae (Weavers and Allies),Ploceus baglafecht,Baglafecht Weaver,Baglafecht,Weaver,Random,NA,BOW,"Perhaps from an Amharic name; ex ""Yellow Bagla Finch‚Äù of Bruce 1790 (of which ""Baglafecht"" is probably a French homophone or misspelling;",Local language,NA,NA,"BotW: ""Perhaps from an Amharic name; ex ""Yellow Bagla Finch‚Äù of Bruce 1790 (of which ""Baglafecht"" is probably a French homophone or misspelling; ""C'est un oiseau d'Abissinie, qui a beaucoup de rapport avec le toucnam-courvi"" (Daudin 1802)) (cf. Bagla or Geez, a people and their classical language of Ethiopia)""",Miscellaneous,BOW,"""Perhaps from an Amharic name; ex ""Yellow Bagla Finch” of Bruce 1790 (of which ""Baglafecht"" is probably a French homophone or misspelling.""",Local language,BotW,"appears to be a mishearing of the local, Amharic language of Ethiopia. ""Perhaps from an Amharic name; ex ""Yellow Bagla Finch” of Bruce 1790 (of which ""Baglafecht"" is probably a French homophone or misspelling)""",Local language,BoW,"Perhaps from an Amharic name; ex ""Yellow Bagla Finch” of Bruce 1790 (of which ""Baglafecht"" is probably a French homophone or misspelling; ""C'est un oiseau d'Abissinie, qui a beaucoup de rapport avec le toucnam-courvi"" (Daudin 1802)) (cf. Bagla or Geez, a people and their classical language of Ethiopia) (see guifsobalito) (Ploceus).",Local language,Local language,human,Ploceus baglafecht,Africa
Passeriformes,Ploceidae (Weavers and Allies),Ploceus nigrimentus,Black-chinned Weaver,Black-chinned,Weaver,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Ploceus nigrimentus,Africa
Passeriformes,Ploceidae (Weavers and Allies),Ploceus bannermani,Bannerman's Weaver,Bannerman's,Weaver,Person,NA,NA,Named after Dr David Armitage Bannerman,Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Ploceus bannermani,Africa
Passeriformes,Ploceidae (Weavers and Allies),Ploceus batesi,Bates's Weaver,Bates's,Weaver,Person,NA,NA,A couple of potential candidates,Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Ploceus batesi,Africa
Passeriformes,Ploceidae (Weavers and Allies),Ploceus luteolus,Little Weaver,Little,Weaver,Size,NA,NA,NA,Size,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Size,physical trait,Ploceus luteolus,Africa
Passeriformes,Ploceidae (Weavers and Allies),Ploceus pelzelni,Slender-billed Weaver,Slender-billed,Weaver,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Ploceus pelzelni,Africa
Passeriformes,Ploceidae (Weavers and Allies),Ploceus subpersonatus,Loango Weaver,Loango,Weaver,Geographic Location,NA,https://en.wikipedia.org/wiki/Loango_National_Park,Loango National Park is a national park in western Gabon.,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Ploceus subpersonatus,Africa
Passeriformes,Ploceidae (Weavers and Allies),Ploceus nigricollis,Black-necked Weaver,Black-necked,Weaver,Male physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,Male physical trait,NA,NA,Both sexes physical trait,NA,NA,Both sexes physical trait,NA,NA,Both sexes physical trait,Both sexes physical trait,physical trait,Ploceus nigricollis,Africa
Passeriformes,Ploceidae (Weavers and Allies),Ploceus ocularis,Spectacled Weaver,Spectacled,Weaver,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Ploceus ocularis,Africa
Passeriformes,Ploceidae (Weavers and Allies),Ploceus melanogaster,Black-billed Weaver,Black-billed,Weaver,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Ploceus melanogaster,Africa
Passeriformes,Ploceidae (Weavers and Allies),Ploceus alienus,Strange Weaver,Strange,Weaver,General Descriptor,NA,NA,"This species, according to Capt. Shelley's classification of the Weaver-Birds (B. Afr. i. p. 38), would come into his genus Hyphanturgus, but even then there is no species with a black head and throat."" (Sharpe 1902)",Both sexes physical trait,NA,NA,"Referring to black head which is unique in the genus at the time of classification. ""SITAGRA ALIENA, n. sp.  ‚ôÇ. Similis nulla speciei generis 'Sitagra' dicti.  ...  This species, according to Capt. Shelley's classification of the Weaver-Birds (B. Afr. i. p. 38), would come into his genus Hyphanturgus, but even then there is no species with a black head and throat."" (Sharpe 1902) (Ploceus).""",Miscellaneous,NA,NA,Miscellaneous,NA,NA,Miscellaneous,BoW,"specific scientific name Latin alienus  alien, stranger, foreign  < alius  another.",NA,Miscellaneous,human,Ploceus alienus,Africa
Passeriformes,Ploceidae (Weavers and Allies),Ploceus capensis,Cape Weaver,Cape,Weaver,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Ploceus capensis,Africa
Passeriformes,Ploceidae (Weavers and Allies),Ploceus temporalis,Bocage's Weaver,Bocage's,Weaver,Person,NA,NA,Jos√© Vicente Barbosa du Bocage,Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Ploceus temporalis,Africa
Passeriformes,Ploceidae (Weavers and Allies),Ploceus subaureus,African Golden-Weaver,African,Golden-Weaver,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Ploceus subaureus,Africa
