TAXON_ID,ORDER1,FAMILY,SCI_NAME,PRIMARY_COM_NAME,Descriptor_Name,Group_Name,CATEGORY_1_A,CATEGORY_2_A,REFERENCE_A,COMMENT_A,SCORER_ID_A,ESM_edit_A,ebird_102522,CATEGORY_1_B,CATEGORY_2_B,REFERENCE_B,COMMENT_B,SCORER_ID_B,ESM_edit_B,com_name_21,com_name_22,sci_name_21,sci_name_22,CATEGORY_1_C,REFERENCE_C,COMMENT_C,SCORER_ID_C,CATEGORY_1_D,REFERENCE_D,COMMENT_D,SCORER_ID_D,CATEGORY_1_E,REFERENCE_E,COMMENT_E,SCORER_ID_E,ESM_AJS_FINAL_DECISION,DECISION,MULTIPLE_DESCRIPTORS_CHANGES
70,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Dendrocygna arcuata,Wandering Whistling-Duck,Wandering,Whistling-Duck,Behavior,NA,NA,NA,fmv8968,NA,NA,Behavior,NA,NA,NA,DTB0722,NA,1,1,Dendrocygna arcuata,Dendrocygna arcuata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Behavior,NA
71,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Dendrocygna javanica,Lesser Whistling-Duck,Lesser,Whistling-Duck,Size,NA,NA,NA,ntm7075,NA,NA,Size,NA,NA,NA,KFPB0131,NA,1,1,Dendrocygna javanica,Dendrocygna javanica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Size,NA
72,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Thalassornis leuconotus,White-backed Duck,White-backed,Duck,Both sexes physical trait,NA,NA,NA,ntm7075,NA,NA,Both sexes physical trait,NA,NA,NA,KFPB0131,NA,1,1,Thalassornis leuconotus,Thalassornis leuconotus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
73,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anser indicus,Bar-headed Goose,Bar-headed,Goose,Both sexes physical trait,NA,NA,NA,ntm7075,NA,NA,Both sexes physical trait,NA,NA,NA,KFPB0131,NA,1,1,Anser indicus,Anser indicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
74,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anser canagicus,Emperor Goose,Emperor,Goose,Both sexes physical trait,NA,https://www.allaboutbirds.org/guide/Emperor_Goose/overview,NA,esm10,NA,NA,Both sexes physical trait,NA,https://www.fws.gov/node/263386,NA,KFPB0131,NA,1,1,Anser canagicus,Anser canagicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
75,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anser caerulescens,Snow Goose,Snow,Goose,Geographic Location,NA,NA,NA,ntm7075,NA,NA,Both sexes physical trait,NA,https://www.birdsofhawaii.info/p/snow-goose.html,On snow referring to color vs. actual snow. Not sure how legit this is. Wikipedia says the same without a ref.,KFPB0131,NA,1,1,Anser caerulescens,Anser caerulescens,Both sexes physical trait,https://en.wikipedia.org/wiki/Snow_goose,NA,AJS0622,Geographic Location,"Wikipedia, Avibase","This goose is also called the blue goose. Names in french traslate to snow goose, blue goose, white goose. Cree call it the ""we wheoo"" named after its call. In 1858 it was referred to as the ""white-headed goose"" (Spencer Baird, ""Birds"", edited by Cassina and Lawrence) while the Snow Goose referred to Anser/Chen hyperboreus, which was specifically what is now the white morph of Anser caerulescens. In Cuban Spanish in [year] it was called the ""Guanana prieta"", which as far as I can tell means ""brown goose"" and is shared with Anser gambelii (Contribucion á la ornitologia cubana, Gundlach, 1876). Agersborg (Auk, 1885) calls the snow goose Chen hyperboreus, whereas Chen caerulescens is the blue-winged goose. He notes that snow geese feet ""often freeze in winter unless they are kept [warm]"". SO. Because the name ""snow goose"" originally applied to Chen hyperboreus, and hyperboreus translates to ""extreme far north"", I am going to put this as geographic description.",KLP0214,Both sexes physical trait,NA,NA,JH0921,Both sexes physical trait,Both sexes physical trait,NA
76,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anser rossii,Ross's Goose,Ross's,Goose,Person,NA,NA,NA,ntm7075,NA,NA,Person,NA,NA,NA,KFPB0131,NA,1,1,Anser rossii,Anser rossii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,NA
77,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anser anser,Graylag Goose,Graylag,Goose,Both sexes physical trait,NA,NA,NA,ntm7075,NA,NA,Both sexes physical trait,Behavior,https://www.theguardian.com/science/punctuated-equilibrium/2011/oct/13/5,"Categories based on description in the Guardian article there. Honestly, it seems like the kind of story people would tell but turns out not to be true. Also, if it is named because it ""lags,"" is that a behavior? Or a description of its life history?",KFPB0131,NA,1,1,Anser anser,Anser anser,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
78,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anser cygnoides,Swan Goose,Swan,Goose,Male physical trait,NA,NA,NA,ntm7075,NA,NA,Both sexes physical trait,NA,NA,Not sure on this one. Named because it looks like a swan -- is that a physical trait?,KFPB0131,NA,1,1,Anser cygnoides,Anser cygnoides,Both sexes physical trait,https://stlzoo.org/animals/birds/waterfowl/swan-goose,"This isn't a great reference, but lots of other sites make reference to the long, graceful neck.",AJS0622,Both sexes physical trait,NA,"This is called the ""swan goose"" because it resembles a swan. Cygnoides also means resembling a swan.",KLP0214,Both sexes physical trait,NA,NA,JH0921,NA,Both sexes physical trait,NA
79,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anser albifrons,Greater White-fronted Goose,Greater,White-fronted Goose,Geographic Location,NA,NA,NA,ntm7075,NA,NA,Size,Both sexes physical trait,NA,NA,KFPB0131,NA,1,1,Anser albifrons,Anser albifrons,Size,NA,NA,AJS0622,Size,NA,"The ""white front"" in this case referrs to the forehead. ""Albifrons"" means ""white brow"". It is also larger than the lesser one.",KLP0214,Size,NA,NA,JH0921,NA,Size,NA
80,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anser erythropus,Lesser White-fronted Goose,Lesser,White-fronted Goose,Size,NA,NA,NA,ntm7075,NA,NA,Size,Both sexes physical trait,NA,"Same issue as kiwis. White-fronted is not a shared name for the genus, but it is shared...",KFPB0131,NA,1,1,Anser erythropus,Anser erythropus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Size,NA
81,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anser fabalis,Taiga Bean-Goose,Taiga,Bean-Goose,Geographic Location,Behavior,NA,NA,naw9777,NA,NA,Life History,NA,NA,NA,DTB0722,NA,1,1,Anser fabalis,Anser fabalis,Natural History,NA,NA,AJS0622,Natural History,NA,"""bean goose"" is named as such because they appeared during the bean harvest. But this one breeds in the taiga zone.",KLP0214,Natural History,NA,NA,JH0921,NA,Natural History,NA
82,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anser serrirostris,Tundra Bean-Goose,Tundra,Bean-Goose,Geographic Location,Behavior,NA,NA,naw9777,NA,NA,Life History,NA,NA,NA,DTB0722,NA,1,1,Anser serrirostris,Anser serrirostris,Natural History,NA,NA,AJS0622,Natural History,NA,"This goose also winters in the taiga, but tundra is clearly referring to its distribution and habitat preferences.",KLP0214,Natural History,NA,NA,JH0921,NA,Natural History,NA
83,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anser brachyrhynchus,Pink-footed Goose,Pink-footed,Goose,Both sexes physical trait,NA,NA,NA,naw9777,NA,NA,Both sexes physical trait,NA,NA,NA,DTB0722,NA,1,1,Anser brachyrhynchus,Anser brachyrhynchus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
84,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Branta bernicla,Brant,Brant,NA,Local language,NA,https://en.wikipedia.org/wiki/Brant_(goose),"latinized old norse, burnt",naw9777,NA,NA,Local language,NA,NA,"Old Norse for ""burnt (black) goose"", could be Both sexes physical, or Random?",DTB0722,NA,1,1,Branta bernicla,Branta bernicla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Local language,NA
85,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Branta leucopsis,Barnacle Goose,Barnacle,Goose,Random,NA,https://en.wikipedia.org/wiki/Brant_(goose),barnacle myth,naw9777,NA,NA,Random,NA,https://en.wikipedia.org/wiki/Barnacle_goose_myth,Ancient myth about spawning from barnacles,DTB0722,NA,1,1,Branta leucopsis,Branta leucopsis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Miscellaneous,NA
86,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Branta hutchinsii,Cackling Goose,Cackling,Goose,Behavior,NA,NA,NA,naw9777,NA,NA,Behavior,NA,NA,NA,DTB0722,NA,1,1,Branta hutchinsii,Branta hutchinsii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Behavior,NA
87,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Branta canadensis,Canada Goose,Canada,Goose,Geographic Location,NA,NA,NA,naw9777,NA,NA,Geographic Location,NA,NA,NA,DTB0722,NA,1,1,Branta canadensis,Branta canadensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
88,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Branta sandvicensis,Hawaiian Goose,Hawaiian,Goose,Geographic Location,NA,NA,NA,naw9777,NA,NA,Geographic Location,NA,NA,NA,DTB0722,NA,1,1,Branta sandvicensis,Branta sandvicensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
89,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Branta ruficollis,Red-breasted Goose,Red-breasted,Goose,Both sexes physical trait,NA,NA,NA,naw9777,NA,NA,Both sexes physical trait,NA,NA,NA,DTB0722,NA,1,1,Branta ruficollis,Branta ruficollis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
90,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Cereopsis novaehollandiae,Cape Barren Goose,Cape,Barren Goose,Geographic Location,NA,NA,NA,naw9777,NA,NA,Geographic Location,NA,NA,NA,DTB0722,NA,1,1,Cereopsis novaehollandiae,Cereopsis novaehollandiae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
91,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Stictonetta naevosa,Freckled Duck,Freckled,Duck,Both sexes physical trait,NA,NA,NA,Lyn215,NA,NA,Both sexes physical trait,NA,NA,NA,KFPB0131,NA,1,1,Stictonetta naevosa,Stictonetta naevosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
92,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Cyanochen cyanoptera,Blue-winged Goose,Blue-winged,Goose,Both sexes physical trait,NA,NA,NA,Lyn215,NA,NA,Both sexes physical trait,NA,NA,NA,KFPB0131,NA,1,1,Cyanochen cyanoptera,Cyanochen cyanoptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
93,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Cygnus olor,Mute Swan,Mute,Swan,Behavior,NA,https://en.wikipedia.org/wiki/Mute_swan,NA,Lyn215,NA,NA,Behavior,NA,NA,NA,KFPB0131,NA,1,1,Cygnus olor,Cygnus olor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Behavior,NA
94,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Cygnus atratus,Black Swan,Black,Swan,Both sexes physical trait,NA,NA,NA,lyn215,NA,NA,Both sexes physical trait,NA,NA,NA,KFPB0131,NA,1,1,Cygnus atratus,Cygnus atratus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
95,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Cygnus melancoryphus,Black-necked Swan,Black-necked,Swan,Both sexes physical trait,NA,NA,NA,Lyn215,NA,NA,Both sexes physical trait,NA,NA,NA,KFPB0131,NA,1,1,Cygnus melancoryphus,Cygnus melancoryphus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
96,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Cygnus buccinator,Trumpeter Swan,Trumpeter,Swan,Behavior,NA,NA,NA,Lyn215,NA,NA,Behavior,NA,NA,NA,KFPB0131,NA,1,1,Cygnus buccinator,Cygnus buccinator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Behavior,NA
97,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Cygnus columbianus,Tundra Swan,Tundra,Swan,Life History,NA,NA,NA,Lyn215,NA,NA,Life History,NA,NA,NA,KFPB0131,NA,1,1,Cygnus columbianus,Cygnus columbianus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural History,NA
98,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Cygnus cygnus,Whooper Swan,Whooper,Swan,Behavior,NA,NA,NA,Lyn215,NA,NA,Behavior,NA,NA,NA,KFPB0131,NA,1,1,Cygnus cygnus,Cygnus cygnus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Behavior,NA
99,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Coscoroba coscoroba,Coscoroba Swan,Coscoroba,Swan,Behavior,NA,https://beautyofbirds.com/coscoroba-swans/,NA,lyn215,NA,NA,Behavior,Local language,NA,"Onomonopoeic of local Chilean description of its call. May just be behavior, since the local name is not a Spanish word per se.",KFPB0131,NA,1,1,Coscoroba coscoroba,Coscoroba coscoroba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Behavior,NA
100,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Sarkidiornis melanotos,Knob-billed Duck,Knob-billed,Duck,Male physical trait,NA,NA,NA,Lyn215,NA,NA,Male physical trait,NA,NA,NA,KFPB0131,NA,1,1,Sarkidiornis melanotos,Sarkidiornis melanotos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,NA
101,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Sarkidiornis sylvicola,Comb Duck,Comb,Duck,Both sexes physical trait,NA,NA,Female comb is much smaller than male comb,yz6565,esm10,NA,Male physical trait,NA,NA,NA,DTB0722,NA,1,1,Sarkidiornis sylvicola,Sarkidiornis sylvicola,Male physical trait,NA,NA,AJS0622,Male physical trait,NA,The male has a comb. The female does not.,KLP0214,Male physical trait,NA,NA,JH0921,NA,Male physical trait,NA
102,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Pteronetta hartlaubii,Hartlaub's Duck,Hartlaub's,Duck,Person,NA,NA,NA,yz6565,NA,NA,Person,NA,NA,NA,DTB0722,NA,1,1,Pteronetta hartlaubii,Pteronetta hartlaubii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,NA
103,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Oressochen jubatus,Orinoco Goose,Orinoco,Goose,Geographic Location,NA,NA,NA,yz6565,esm10,NA,Geographic Location,NA,NA,NA,DTB0722,NA,1,1,Oressochen jubatus,Oressochen jubatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
104,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Oressochen melanopterus,Andean Goose,Andean,Goose,Geographic Location,NA,NA,NA,yz6565,NA,NA,Geographic Location,NA,NA,NA,DTB0722,NA,1,1,Oressochen melanopterus,Oressochen melanopterus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
105,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Chloephaga picta,Upland Goose,Upland,Goose,Life History,NA,NA,NA,yz6565,NA,NA,Life History,NA,NA,NA,DTB0722,NA,1,1,Chloephaga picta,Chloephaga picta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural History,NA
106,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Chloephaga hybrida,Kelp Goose,Kelp,Goose,Life History,NA,NA,NA,yz6565,NA,NA,Life History,NA,NA,NA,DTB0722,NA,1,1,Chloephaga hybrida,Chloephaga hybrida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural History,NA
107,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Chloephaga poliocephala,Ashy-headed Goose,Ashy-headed,Goose,Both sexes physical trait,NA,NA,NA,yz6565,NA,NA,Both sexes physical trait,NA,NA,NA,DTB0722,NA,1,1,Chloephaga poliocephala,Chloephaga poliocephala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
108,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Chloephaga rubidiceps,Ruddy-headed Goose,Ruddy-headed,Goose,Both sexes physical trait,NA,NA,NA,yz6565,NA,NA,Both sexes physical trait,NA,NA,NA,DTB0722,NA,1,1,Chloephaga rubidiceps,Chloephaga rubidiceps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
109,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Radjah radjah,Radjah Shelduck,Radjah,Shelduck,Local language,NA,NA,NA,yz6565,esm10,NA,Local language,NA,NA,NA,DTB0722,NA,1,1,Radjah radjah,Radjah radjah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Local language,NA
110,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Alopochen aegyptiaca,Egyptian Goose,Egyptian,Goose,Geographic Location,NA,NA,NA,yz6565,NA,NA,Geographic Location,NA,NA,NA,DTB0722,NA,1,1,Alopochen aegyptiaca,Alopochen aegyptiaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
111,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Alopochen mauritiana,Mauritius Shelduck,Mauritius,Shelduck,Geographic Location,NA,NA,extinct,naw9777,NA,NA,Geographic Location,NA,NA,NA,DTB0722,NA,1,1,Alopochen mauritiana,Alopochen mauritiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
112,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Alopochen kervazoi,Reunion Shelduck,Reunion,Shelduck,Geographic Location,NA,NA,extinct,naw9777,NA,NA,Geographic Location,NA,NA,NA,DTB0722,NA,1,1,Alopochen kervazoi,Alopochen kervazoi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
113,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Tadorna ferruginea,Ruddy Shelduck,Ruddy,Shelduck,Both sexes physical trait,NA,NA,NA,naw9777,NA,NA,Both sexes physical trait,NA,NA,NA,DTB0722,NA,1,1,Tadorna ferruginea,Tadorna ferruginea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
114,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Tadorna cana,South African Shelduck,South,African Shelduck,Geographic Location,NA,NA,NA,naw9777,NA,NA,Geographic Location,NA,NA,NA,DTB0722,NA,1,1,Tadorna cana,Tadorna cana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
115,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Tadorna tadornoides,Australian Shelduck,Australian,Shelduck,Geographic Location,NA,NA,NA,naw9777,NA,NA,Geographic Location,NA,NA,NA,DTB0722,NA,1,1,Tadorna tadornoides,Tadorna tadornoides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
116,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Tadorna variegata,Paradise Shelduck,Paradise,Shelduck,General Descriptor,NA,NA,NA,naw9777,NA,NA,General Descriptor,NA,NA,NA,DTB0722,NA,1,1,Tadorna variegata,Tadorna variegata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Miscellaneous,NA
117,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Tadorna tadorna,Common Shelduck,Common,Shelduck,General Descriptor,NA,NA,NA,naw9777,NA,NA,General Descriptor,NA,NA,NA,DTB0722,NA,1,1,Tadorna tadorna,Tadorna tadorna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Miscellaneous,NA
118,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Tadorna cristata,Crested Shelduck,Crested,Shelduck,Both sexes physical trait,NA,NA,NA,naw9777,NA,NA,Both sexes physical trait,NA,NA,NA,DTB0722,NA,1,1,Tadorna cristata,Tadorna cristata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
119,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Plectropterus gambensis,Spur-winged Goose,Spur-winged,Goose,Both sexes physical trait,NA,NA,NA,naw9777,NA,NA,Both sexes physical trait,NA,NA,NA,DTB0722,NA,1,1,Plectropterus gambensis,Plectropterus gambensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
120,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Tachyeres patachonicus,Flying Steamer-Duck,Flying,Steamer-Duck,Behavior,Behavior,https://en.wikipedia.org/wiki/Steamer_duck,"swims like steam paddle, only flying steamer duck",naw9777,NA,NA,Behavior,NA,NA,NA,DTB0722,NA,1,1,Tachyeres patachonicus,Tachyeres patachonicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Behavior,NA
121,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Tachyeres pteneres,Flightless Steamer-Duck,Flightless,Steamer-Duck,Behavior,Both sexes physical trait,NA,"I listed two categories because both could work. Flight = behavior, ""less"" = physical trait?",TMP0120,NA,NA,Behavior,NA,NA,NA,DTB0722,NA,1,1,Tachyeres pteneres,Tachyeres pteneres,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Behavior,NA
122,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Tachyeres brachypterus,Falkland Steamer-Duck,Falkland,Steamer-Duck,Geographic Location,NA,NA,NA,TMP0120,NA,NA,Geographic Location,NA,NA,NA,DTB0722,NA,1,1,Tachyeres brachypterus,Tachyeres brachypterus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
123,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Tachyeres leucocephalus,White-headed Steamer-Duck,White-headed,Steamer-Duck,Male physical trait,NA,NA,NA,TMP0120,NA,NA,Male physical trait,NA,NA,NA,DTB0722,NA,1,1,Tachyeres leucocephalus,Tachyeres leucocephalus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,NA
124,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Lophonetta specularioides,Crested Duck,Crested,Duck,Both sexes physical trait,NA,NA,NA,TMP0120,NA,NA,Both sexes physical trait,NA,NA,NA,DTB0722,NA,1,1,Lophonetta specularioides,Lophonetta specularioides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
125,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Speculanas specularis,Spectacled Duck,Spectacled,Duck,Both sexes physical trait,NA,NA,NA,TMP0120,NA,NA,Both sexes physical trait,NA,NA,NA,DTB0722,NA,1,1,Speculanas specularis,Speculanas specularis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,NA
126,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Cairina moschata,Muscovy Duck,Muscovy,Duck,Time limit,NA,https://en.wikipedia.org/wiki/Muscovy_duck#Common_name_‚ÄúMuscovy‚Äù,The reason for this name appears to be unknown,TMP0120,NA,NA,Time limit,NA,NA,"Could be errant referance to Black/Caspian Sea region or refer to ""musk""",DTB0722,NA,1,1,Cairina moschata,Cairina moschata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Miscellaneous,NA
127,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Nettapus pulchellus,Green Pygmy-Goose,Green,Pygmy-Goose,Both sexes physical trait,NA,NA,NA,TMP0120,NA,NA,Male physical trait,NA,NA,NA,DTB0722,NA,1,1,Nettapus pulchellus,Nettapus pulchellus,Male physical trait,NA,NA,AJS0622,Male physical trait,NA,The female lacks the green.,KLP0214,Male physical trait,NA,NA,JH0921,NA,Male physical trait,NA
128,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Nettapus coromandelianus,Cotton Pygmy-Goose,Cotton,Pygmy-Goose,Both sexes physical trait,NA,https://archive.org/details/monographonanati00ey/page/88/mode/2up?q=cotton,ref found on wikipedia. name comes from white feathers,TMP0120,NA,NA,Male physical trait,NA,NA,"Might argue that female also has ""cottony-white"" head",DTB0722,NA,1,1,Nettapus coromandelianus,Nettapus coromandelianus,Male physical trait,https://www.thainationalparks.com/species/cotton-pygmy-goose,NA,AJS0622,Male physical trait,NA,The cotton is clearly referring the white head on the male in breeding plumage.,KLP0214,Male physical trait,https://en.wikipedia.org/wiki/Cotton_pygmy_goose,"Also sometimes called white-quilled pygmy goose, which the term ""cotton"" probably refers to.",JH0921,NA,Male physical trait,NA
129,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Nettapus auritus,African Pygmy-Goose,African,Pygmy-Goose,Geographic Location,NA,NA,NA,TMP0120,NA,NA,Geographic Location,NA,NA,NA,DTB0722,NA,1,1,Nettapus auritus,Nettapus auritus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,NA
130,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Callonetta leucophrys,Ringed Teal,Ringed,Teal,Male physical trait,NA,NA,"I cannot find a specific reason for the name and assume it is the ringed appearance of the male's head. The female arguably shows this to some extent too, but it is more prominent in the male",TMP0120,NA,NA,Male physical trait,NA,NA,"Might argue that female also has ringed neck, but less dramatic than male",DTB0722,NA,1,1,Callonetta leucophrys,Callonetta leucophrys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male physical trait,NA
131,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Aix sponsa,Wood Duck,Wood,Duck,Geographic Location,NA,NA,NA,ido2006,NA,NA,Life History,NA,NA,NA,DTB0722,NA,1,1,Aix sponsa,Aix sponsa,Natural History,NA,"requires wooded cover for nesting, (in tree cavities), has claws for perching in trees",HRS0930,Natural History,BOTW,references habitat,JFM92,Natural History,NA,NA,JH0921,NA,Natural History,NA
