TAXON_ID,ORDER1,FAMILY,SCI_NAME,PRIMARY_COM_NAME,DECISION
244,Galliformes,Megapodiidae (Megapodes),Leipoa ocellata,Malleefowl,Natural History
245,Galliformes,Megapodiidae (Megapodes),Macrocephalon maleo,Maleo,Local language
260,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Ortalis vetula,Plain Chachalaca,Both sexes physical trait
261,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Ortalis cinereiceps,Gray-headed Chachalaca,Both sexes physical trait
262,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Ortalis garrula,Chestnut-winged Chachalaca,Both sexes physical trait
263,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Ortalis ruficauda,Rufous-vented Chachalaca,Both sexes physical trait
264,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Ortalis erythroptera,Rufous-headed Chachalaca,Both sexes physical trait
265,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Ortalis wagleri,Rufous-bellied Chachalaca,Both sexes physical trait
266,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Ortalis poliocephala,West Mexican Chachalaca,Geographic Location
267,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Ortalis canicollis,Chaco Chachalaca,Geographic Location
268,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Ortalis leucogastra,White-bellied Chachalaca,Both sexes physical trait
269,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Ortalis columbiana,Colombian Chachalaca,Geographic Location
270,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Ortalis guttata,Speckled Chachalaca,Both sexes physical trait
271,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Ortalis araucuan,East Brazilian Chachalaca,Geographic Location
272,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Ortalis squamata,Scaled Chachalaca,Both sexes physical trait
273,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Ortalis motmot,Variable Chachalaca,Miscellaneous
274,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Ortalis ruficeps,Chestnut-headed Chachalaca,Both sexes physical trait
275,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Ortalis superciliaris,Buff-browed Chachalaca,Both sexes physical trait
276,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Penelope argyrotis,Band-tailed Guan,Both sexes physical trait
277,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Penelope barbata,Bearded Guan,Both sexes physical trait
278,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Penelope ortoni,Baudo Guan,Geographic Location
279,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Penelope montagnii,Andean Guan,Geographic Location
280,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Penelope marail,Marail Guan,Local language
281,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Penelope superciliaris,Rusty-margined Guan,Both sexes physical trait
282,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Penelope dabbenei,Red-faced Guan,Both sexes physical trait
283,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Penelope jacquacu,Spix's Guan,Person
284,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Penelope purpurascens,Crested Guan,Both sexes physical trait
285,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Penelope perspicax,Cauca Guan,Geographic Location
286,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Penelope albipennis,White-winged Guan,Both sexes physical trait
287,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Penelope obscura,Dusky-legged Guan,Both sexes physical trait
288,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Penelope bridgesi,Yungas Guan,Geographic Location
289,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Penelope pileata,White-crested Guan,Both sexes physical trait
290,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Penelope ochrogaster,Chestnut-bellied Guan,Both sexes physical trait
291,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Penelope jacucaca,White-browed Guan,Both sexes physical trait
292,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Pipile pipile,Trinidad Piping-Guan,Geographic Location
293,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Pipile cumanensis,Blue-throated Piping-Guan,Both sexes physical trait
294,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Pipile cujubi,Red-throated Piping-Guan,Both sexes physical trait
295,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Pipile jacutinga,Black-fronted Piping-Guan,Both sexes physical trait
296,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Aburria aburri,Wattled Guan,Both sexes physical trait
297,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Chamaepetes unicolor,Black Guan,Both sexes physical trait
298,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Chamaepetes goudotii,Sickle-winged Guan,Both sexes physical trait
299,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Penelopina nigra,Highland Guan,Natural History
300,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Oreophasis derbianus,Horned Guan,Both sexes physical trait
301,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Nothocrax urumutum,Nocturnal Curassow,Behavior
302,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Mitu tomentosum,Crestless Curassow,Both sexes physical trait
303,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Mitu salvini,Salvin's Curassow,Person
304,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Mitu tuberosum,Razor-billed Curassow,Both sexes physical trait
305,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Mitu mitu,Alagoas Curassow,Geographic Location
306,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Pauxi pauxi,Helmeted Curassow,Both sexes physical trait
307,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Pauxi koepckeae,Sira Curassow,Geographic Location
308,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Pauxi unicornis,Horned Curassow,Both sexes physical trait
309,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Crax rubra,Great Curassow,Size
310,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Crax alberti,Blue-billed Curassow,Both sexes physical trait
311,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Crax daubentoni,Yellow-knobbed Curassow,Male physical trait
312,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Crax alector,Black Curassow,Both sexes physical trait
313,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Crax globulosa,Wattled Curassow,Male physical trait
314,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Crax fasciolata,Bare-faced Curassow,Both sexes physical trait
315,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",Crax blumenbachii,Red-billed Curassow,Male physical trait
316,Galliformes,Numididae (Guineafowl),Numida meleagris,Helmeted Guineafowl,Both sexes physical trait
317,Galliformes,Numididae (Guineafowl),Agelastes meleagrides,White-breasted Guineafowl,Both sexes physical trait
318,Galliformes,Numididae (Guineafowl),Agelastes niger,Black Guineafowl,Both sexes physical trait
319,Galliformes,Numididae (Guineafowl),Acryllium vulturinum,Vulturine Guineafowl,Both sexes physical trait
320,Galliformes,Numididae (Guineafowl),Guttera plumifera,Plumed Guineafowl,Both sexes physical trait
322,Galliformes,Odontophoridae (New World Quail),Ptilopachus petrosus,Stone Partridge,Natural History
324,Galliformes,Odontophoridae (New World Quail),Rhynchortyx cinctus,Tawny-faced Quail,Both sexes physical trait
325,Galliformes,Odontophoridae (New World Quail),Oreortyx pictus,Mountain Quail,Natural History
326,Galliformes,Odontophoridae (New World Quail),Dendrortyx leucophrys,Buffy-crowned Wood-Partridge,Both sexes physical trait
327,Galliformes,Odontophoridae (New World Quail),Dendrortyx macroura,Long-tailed Wood-Partridge,Both sexes physical trait
328,Galliformes,Odontophoridae (New World Quail),Dendrortyx barbatus,Bearded Wood-Partridge,Both sexes physical trait
329,Galliformes,Odontophoridae (New World Quail),Philortyx fasciatus,Banded Quail,Both sexes physical trait
330,Galliformes,Odontophoridae (New World Quail),Colinus virginianus,Northern Bobwhite,Geographic Location
331,Galliformes,Odontophoridae (New World Quail),Colinus nigrogularis,Black-throated Bobwhite,Male physical trait
332,Galliformes,Odontophoridae (New World Quail),Colinus cristatus,Crested Bobwhite,Both sexes physical trait
333,Galliformes,Odontophoridae (New World Quail),Callipepla squamata,Scaled Quail,Both sexes physical trait
334,Galliformes,Odontophoridae (New World Quail),Callipepla douglasii,Elegant Quail,Miscellaneous
335,Galliformes,Odontophoridae (New World Quail),Callipepla californica,California Quail,Geographic Location
336,Galliformes,Odontophoridae (New World Quail),Callipepla gambelii,Gambel's Quail,Person
337,Galliformes,Odontophoridae (New World Quail),Cyrtonyx montezumae,Montezuma Quail,Person
338,Galliformes,Odontophoridae (New World Quail),Cyrtonyx ocellatus,Ocellated Quail,Both sexes physical trait
339,Galliformes,Odontophoridae (New World Quail),Dactylortyx thoracicus,Singing Quail,Behavior
340,Galliformes,Odontophoridae (New World Quail),Odontophorus gujanensis,Marbled Wood-Quail,Both sexes physical trait
341,Galliformes,Odontophoridae (New World Quail),Odontophorus capueira,Spot-winged Wood-Quail,Both sexes physical trait
342,Galliformes,Odontophoridae (New World Quail),Odontophorus melanotis,Black-eared Wood-Quail,Both sexes physical trait
343,Galliformes,Odontophoridae (New World Quail),Odontophorus atrifrons,Black-fronted Wood-Quail,Both sexes physical trait
344,Galliformes,Odontophoridae (New World Quail),Odontophorus erythrops,Rufous-fronted Wood-Quail,Both sexes physical trait
345,Galliformes,Odontophoridae (New World Quail),Odontophorus hyperythrus,Chestnut Wood-Quail,Both sexes physical trait
346,Galliformes,Odontophoridae (New World Quail),Odontophorus melanonotus,Dark-backed Wood-Quail,Both sexes physical trait
347,Galliformes,Odontophoridae (New World Quail),Odontophorus speciosus,Rufous-breasted Wood-Quail,Both sexes physical trait
348,Galliformes,Odontophoridae (New World Quail),Odontophorus dialeucos,Tacarcuna Wood-Quail,Geographic Location
349,Galliformes,Odontophoridae (New World Quail),Odontophorus strophium,Gorgeted Wood-Quail,Both sexes physical trait
350,Galliformes,Odontophoridae (New World Quail),Odontophorus columbianus,Venezuelan Wood-Quail,Geographic Location
351,Galliformes,Odontophoridae (New World Quail),Odontophorus leucolaemus,Black-breasted Wood-Quail,Both sexes physical trait
352,Galliformes,Odontophoridae (New World Quail),Odontophorus balliviani,Stripe-faced Wood-Quail,Both sexes physical trait
353,Galliformes,Odontophoridae (New World Quail),Odontophorus stellatus,Starred Wood-Quail,Both sexes physical trait
354,Galliformes,Odontophoridae (New World Quail),Odontophorus guttatus,Spotted Wood-Quail,Both sexes physical trait
355,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Xenoperdix udzungwensis,Udzungwa Partridge,Geographic Location
356,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Caloperdix oculeus,Ferruginous Partridge,Both sexes physical trait
357,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Rollulus rouloul,Crested Partridge,Male physical trait
358,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Melanoperdix niger,Black Partridge,Male physical trait
359,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Arborophila torqueola,Hill Partridge,Natural History
360,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Arborophila rufipectus,Sichuan Partridge,Geographic Location
361,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Arborophila mandellii,Chestnut-breasted Partridge,Both sexes physical trait
362,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Arborophila gingica,White-necklaced Partridge,Both sexes physical trait
363,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Arborophila rufogularis,Rufous-throated Partridge,Both sexes physical trait
364,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Arborophila rubrirostris,Red-billed Partridge,Both sexes physical trait
365,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Arborophila cambodiana,Chestnut-headed Partridge,Both sexes physical trait
366,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Arborophila ardens,Hainan Partridge,Geographic Location
367,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Arborophila crudigularis,Taiwan Partridge,Geographic Location
368,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Arborophila atrogularis,White-cheeked Partridge,Both sexes physical trait
369,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Arborophila brunneopectus,Bar-backed Partridge,Both sexes physical trait
370,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Arborophila davidi,Orange-necked Partridge,Both sexes physical trait
371,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Arborophila hyperythra,Red-breasted Partridge,Both sexes physical trait
372,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Arborophila campbelli,Malayan Partridge,Geographic Location
373,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Arborophila rolli,Roll's Partridge,Person
374,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Arborophila sumatrana,Sumatran Partridge,Geographic Location
375,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Arborophila javanica,Chestnut-bellied Partridge,Both sexes physical trait
376,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Arborophila orientalis,Gray-breasted Partridge,Both sexes physical trait
377,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Lerwa lerwa,Snow Partridge,Natural History
378,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Ithaginis cruentus,Blood Pheasant,Male physical trait
379,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Tragopan melanocephalus,Western Tragopan,Geographic Location
380,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Tragopan satyra,Satyr Tragopan,Miscellaneous
381,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Tragopan blythii,Blyth's Tragopan,Person
382,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Tragopan temminckii,Temminck's Tragopan,Person
383,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Tragopan caboti,Cabot's Tragopan,Person
384,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Tetraophasis obscurus,Verreaux's Partridge,Person
385,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Tetraophasis szechenyii,Szechenyi's Partridge,Person
386,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Lophophorus impejanus,Himalayan Monal,Geographic Location
387,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Lophophorus sclateri,Sclater's Monal,Person
388,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Lophophorus lhuysii,Chinese Monal,Geographic Location
389,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Pucrasia macrolopha,Koklass Pheasant,Behavior
390,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Meleagris gallopavo,Wild Turkey,Miscellaneous
391,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Meleagris ocellata,Ocellated Turkey,Both sexes physical trait
392,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Bonasa umbellus,Ruffed Grouse,Both sexes physical trait
393,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Tetrastes bonasia,Hazel Grouse,Natural History
394,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Tetrastes sewerzowi,Severtzov's Grouse,Person
395,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Centrocercus urophasianus,Greater Sage-Grouse,Size
396,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Centrocercus minimus,Gunnison Sage-Grouse,Geographic Location
397,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Dendragapus obscurus,Dusky Grouse,Both sexes physical trait
398,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Dendragapus fuliginosus,Sooty Grouse,Male physical trait
399,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Tympanuchus phasianellus,Sharp-tailed Grouse,Both sexes physical trait
400,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Tympanuchus cupido,Greater Prairie-Chicken,Size
401,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Tympanuchus pallidicinctus,Lesser Prairie-Chicken,Size
402,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Lagopus leucura,White-tailed Ptarmigan,Both sexes physical trait
403,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Lagopus lagopus,Willow Ptarmigan,Natural History
404,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Lagopus muta,Rock Ptarmigan,Natural History
405,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Falcipennis falcipennis,Siberian Grouse,Geographic Location
406,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Canachites canadensis,Spruce Grouse,Natural History
407,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Tetrao urogalloides,Black-billed Capercaillie,Both sexes physical trait
408,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Tetrao urogallus,Western Capercaillie,Geographic Location
409,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Lyrurus tetrix,Black Grouse,Male physical trait
410,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Lyrurus mlokosiewiczi,Caucasian Grouse,Geographic Location
411,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Rhizothera longirostris,Long-billed Partridge,Both sexes physical trait
412,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Rhizothera dulitensis,Dulit Partridge,Geographic Location
413,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Perdix hodgsoniae,Tibetan Partridge,Geographic Location
414,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Perdix perdix,Gray Partridge,Both sexes physical trait
415,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Perdix dauurica,Daurian Partridge,Geographic Location
416,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Syrmaticus soemmerringii,Copper Pheasant,Male physical trait
417,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Syrmaticus reevesii,Reeves's Pheasant,Person
418,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Syrmaticus mikado,Mikado Pheasant,Miscellaneous
419,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Syrmaticus ellioti,Elliot's Pheasant,Person
420,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Syrmaticus humiae,Hume's Pheasant,Person
421,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Chrysolophus pictus,Golden Pheasant,Male physical trait
422,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",Chrysolophus amherstiae,Lady Amherst's Pheasant,Person
